,sentiment
猪毛,-0.0816944655075707
上去,-0.04511240556545465
冬瓜,-0.10454152959327231
实验,-0.0939192361771731
抹布,-0.10833521398470364
基本上,-0.0601538771774838
喝酒,-0.04723627840350163
手机,-0.08878146836082372
口,-0.07809624682401531
不太,-0.025663893903971204
师傅,-0.07172079998734722
做饭,-0.063626764977196
比心,-0.10208484358221741
瓢,-0.07931011688915393
第一次,-0.07455592184692345
烨,-0.07859108222202481
饿死,-0.0898508665332989
一周,-0.11537034701635987
餐盘,-0.07890434654659384
盆,-0.11204881962299457
老好,-0.028321992649932317
幅度,-0.11700801437493336
朱,-0.07497520544444072
一米,-0.11275604002053087
盖,-0.064806850562933
拍,-0.04337850780887718
毕业,-0.04835855498277455
挑出来,-0.0863579158643235
蛇,-0.11198195396837038
锯子,-0.136924194470841
憨笑,-0.041371315195020256
欣,-0.08065252310632118
疯,-0.06043965704291854
鱼,-0.04388377662471438
怂,-0.04001456771639801
酥,-0.053893164588218676
