,sentiment
还好,0.6241149910740859
提前,0.9898076379518628
老年,0.8734473692839104
养,0.9427897040115873
牵狗,0.7955973373018708
努力,0.7276133427577973
小熊,0.6149921039647022
偶遇,0.4957841312688467
咩,0.6698705616521418
差点,0.5730297167215268
老,0.5829654806499336
害,0.5730437588172415
一看,0.8300187562183212
每次,0.3601744290617762
很久,0.47015247969353213
长大,0.6885421300152234
晕,0.5918156793602174
这次,0.5782075550984096
手机,0.864475039909073
确认,0.5987567103189662
太阳,0.6375173014713363
噢,0.42938483450702725
老家,0.7552206893976101
五年,0.6059164640647289
出现,0.6079757082530137
互粉,0.5072137015718363
从来,0.48595537251106646
减肥,0.9524587837398566
赞赞,0.46744483731996944
少女,0.6303065113698105
猫猫,0.4674552566927812
沦陷,0.3014604068460342
好久,0.9460551018362482
熟悉,0.6409333866031756
音乐,0.6384732239894593
擦,0.6758826549700185
灵光一闪,0.5604200688703933
俩,0.5755079986625167
分手,0.9850969297318035
发出,1.0428547280325033
够,0.7189042302725568
哒,0.48624129930523546
新,0.6545116291888547
不吃,0.5831238259283253
张,0.6847287722298327
小姐,0.4864493734431249
条,0.5433429959155469
农村,0.6596426691102611
十年,0.5449091312875283
搜,0.7697412327860849
粉,0.805030888418157
艾特,0.655859880055794
男明星,0.8436261387718922
黑,0.4327488892914577
里面,0.7483762734146502
藏,0.7902938819960179
子,0.9315557994249568
呐,0.36332019252780673
想到,0.7524417904987235
岁月,0.6365108944334525
画面,0.6741571004042863
谢谢,0.3936228424508079
成,0.7999372733020824
大长,0.6510952422733929
适合,0.5191089613543307
等到,0.779365283090202
动物,0.9450776184546492
刚刚,0.41445235276928283
有种,0.5560435841623994
眼熟,0.7487349556950578
亲亲,0.7448705499258861
完树,0.7411889191917588
舒服,0.7194027555709246
王,0.28639123693591784
杰伦,0.5877705385574841
怂,0.8832665210701018
小狗狗,0.6184683339571779
表白,0.41542160157154656
一年,0.7630545251460668
两年,0.8537177279829391
懂,0.4785781543857794
承认,0.4485827604493233
男生,0.7191031440913485
下次,0.5759763946992681
醋,0.5177279956198083
走路,0.6945128532061065
出去,0.44973431581850665
明天,0.7942402755656921
吐血,0.92986754311511
嘴唇,1.2021246555471663
好好看,0.3184527072058603
喵,0.7007437303678961
祝,1.084389891606665
好想你,0.2580098021915303
呀呀,0.8199076945712305
电视剧,0.5447288756768703
陳,0.6588347684175461
尾巴,0.7394280966073415
身上,0.6474599219805514
追,0.856794456106089
给力,1.6172700656616832
多好,0.4632131516324336
求求,0.6158294451710513
最后,0.9445345531960612
再见,0.42793848256090483
不对,0.7725175860932674
高清,0.7510335775153001
山,0.669253380480133
朋友,0.42891144814072724
依然,0.39158299507125593
岁,0.4215301922552458
老板,0.621253141156379
先生,0.46304660962470656
撇嘴,0.4733515294256463
听,0.603900844038441
号手,0.5007626532566756
就位,0.6674907897434691
用来,0.9362916222314073
佳佳,0.6094403252505135
坨,0.8582268339596613
帮,0.3748071531494539
袋鼠,0.5208748059089139
没见,0.8657779727937585
帅爆,0.3019452255377786
下来,0.5426307766861307
想起,0.4818184723753467
易峰,0.6087852143853627
奇谭,0.5565453970427974
手中,0.5442404453616388
想象,0.4733371099127358
从未,0.632630354433261
改变,0.5463335210860505
肉片,0.6469724269340805
猎犬,0.3556559472656714
小蜜蜂,0.25052473104826484
怀疑,0.501790775311734
一种,0.5154799330791137
此时此刻,0.5033469391871221
东西,0.516455543922193
站,0.8606412495078561
花絮,0.6257541900882773
愿,0.512202477177193
钱,0.6866187214484848
变帅,0.13691303285384754
老头,0.640592057906304
八年,0.20001400786078155
总,0.4022457315086968
话,0.5896206886418236
香菜,0.6336841227435475
苏苏,0.4687651617199539
就要,0.8564541954367839
村头,0.47278141243420185
可乐,0.387429635299539
漂亮,0.3614581314765306
迷人,0.48115755301319485
紫薇别走,0.7290182136854656
后,0.732646819739718
丑,0.4648900750492553
宝藏,0.506818903336389
几天,0.664384312933713
我想魂,0.5612753976096241
马上,0.789872430509664
得意,0.45859418132215735
裤子,0.6068748878484433
心脏,0.2389591845909088
小可爱,0.40649528600436335
眼里,0.4397521315351047
花,0.28885258483238263
绝望的凝视,0.7380542049325867
追不上,0.47736744745712056
肯定,0.7139506417611492
女朋友,0.45937315131853496
时间,0.6784864711219027
点赞,0.6963057043950791
草莓,0.398232400771551
甜甜,0.4032765760510799
挺帅,0.29214128039509163
做鬼脸,0.6148463093715737
不帅,0.21678233212026884
愉快,0.4202216594948311
米,0.49097338482666997
拽,0.5940246167829555
点点,0.23384818700034193
眼睛,0.6187796638542584
感,0.5542010846290077
康康,0.6540578891714061
加油,0.8040940397371337
水,0.7143182086691942
烊,0.6136370291707831
样,0.5967055484092225
牵引绳,0.26939615227225566
之前,0.5136827590794886
眼看,0.4815506005643836
没什么,0.7503104251523025
只能,0.9080106329069999
狗不理,0.4009968926181245
第一天,0.30609694826687983
高冷,0.46573439917854115
两次,0.6487901089595494
夹着尾巴,0.3328733312693671
当然,0.3897808838793688
老师,0.36482605714033434
帅赞,0.1863783306309023
你色,0.052294341086148895
真快,0.552352137336522
几年,0.40556092293682344
短,0.517724300995045
相信,0.6307401226875856
拜托,0.542583512843075
梦见,0.6267247456073395
真心,0.5732000043862933
过来,0.758473441959263
结束,0.432839710570288
太丑,0.31783495884289814
说实话,0.4070792309625552
不说,0.38873330748295276
出新,0.4406616565729323
春风,0.3082204293624312
拍出,0.31722960966789526
兔,0.5395069620105358
长长,0.4122867975016794
多久,0.5542739884305905
麻烦,0.47177702777087016
一两天,0.3322033988065708
今年,0.649782408399544
握,0.5955500660253816
煮,0.666033169191783
一生,0.6337740667060145
手牵手,0.3634603056982108
嘿嘿,0.3097224774720594
中华,0.46641647110914614
鹿,0.31780910325003314
儿,0.05119532668637221
一天天,0.32993363508645235
挡不住,0.6371369778178102
睡,0.4108830744504637
赶紧,0.5097596656779549
敢,0.7987754045307778
下去,0.3877405439717015
沙雕,0.44587773963221966
一人,0.394174597795073
强壮,0.3364542105926461
新鲜,-0.030430302038983538
一会,0.36358932368138835
背景音乐,0.46442983443023267
一脸,0.3073749646163251
肉,0.4383217528741833
真爱,0.2869889215610238
睡觉,0.669228617725405
安排,0.5574651715711562
没想到,0.34266872746966204
刘,0.4330422766316932
风,0.4377208184262661
缺个,0.3009202685342167
每天,0.42550007528829153
妹妹,0.4038742582090161
神仙,0.3437663773430018
机会,0.5331422083007096
从前,0.45954063369254694
很甜,0.0895001383905004
戒指,0.7774411945895469
两只,0.36448799631088635
嘴巴,0.47314879089734696
翻白眼,0.8254992680186248
分钟,0.5270743332463097
粉丝,0.5782687488988785
嘴角,0.47334018301319714
上扬,0.6135266237012117
左手,0.2910028179724251
忍不住,0.471204132576041
遛弯,0.4272553369356089
兄弟,0.31289197746922026
前男友,0.20065173101645262
送,0.44111965202261805
想变,0.44742245364664535
那狗,0.45032082811904894
关注,0.519780889443239
快点,0.6170392696134732
超爱,0.2805633891342088
最爱,0.3337310312009123
晚上,0.7096986921077049
住,0.6535492797398863
好几年,0.3235704866794866
总是,0.4760095036007425
暗中,0.9816326538835125
观察,0.845699413422527
卑微,0.38453025743628444
屏幕,0.6671328303875136
浪漫,0.5090899822947185
仔,0.34912651976387893
摄影师,0.6387343631635525
类型,0.38405055684541867
诶,0.28347790740162526
幸运,0.3146517459162713
后来,0.5771296489872111
啾,0.2998208832184351
疯狂,0.4702440806622344
汪汪,0.37426761636344763
路上,0.4860181248048287
人生,0.3736783422136969
绝对,0.7449448240310674
和谐,0.5084570032483748
嚯,0.7348862484992211
保护,0.5146132656637294
想见,0.5662629420536631
最好,0.3914566890901938
换,0.34890531626195365
早,0.4724887035429157
山坡,0.6664112634641972
大腾子,0.08710358804837934
姐姐,0.5493421481611618
