sentiment
-12508.42477921812
-10340.401555382035
-9519.811889461038
-13138.376537907368
-13934.66757009216
-13198.937800916916
-19181.755247882058
-20044.39155869266
-20333.514798439763
-14617.571843225476
-15923.674264867805
-9667.231571853503
-13937.754199785591
-13430.408092135898
-23479.345179987675
-10385.545726407534
-11327.339133057074
-12775.14141515594
-14166.460372527667
-15358.871843771733
-14882.552457811125
-13948.605252310303
-9262.00875352546
-16817.84572365592
-12402.715533923516
-18591.59890164349
-14128.22723570283
-11912.01110497657
-16009.433033477784
-15285.942030314392
-9220.374372384202
-20451.950496442023
-14568.71476621773
-15290.820822916205
-12538.101202893351
-12134.075681948012
-13783.354209925943
-13603.927500747202
-15748.507389955812
-13675.045850482955
-13677.201958610778
-13437.55192002108
-15077.11750049981
-21532.566098511106
-16451.765286692942
-11990.207618727194
-11988.170264742696
-12566.483426546258
-16089.496034603942
-14471.446108612152
-15818.881362600114
-14488.72424939286
-12474.575669286132
-17958.65685861327
-15577.75747843552
-12534.823372908495
-16351.62030238882
-13291.012418335638
-9153.92014428811
-15886.731149802908
-11550.605416638336
-10237.465788188929
-12099.510406935695
-13889.50767150159
-16785.708100612508
-14854.814911707246
-18109.938610295838
-15368.370274330184
-9135.502019533007
-16656.45525424273
-11932.2865151507
-14100.80705395219
-16722.992716218592
-12455.788757386188
-12128.794378244627
-14146.79636853478
-15597.693855926276
-15812.767488631805
-11561.166551421898
-14108.285794541385
-15768.823807960862
-10296.275910927796
-12375.147551865684
-17253.344046705744
-14040.948619342327
-11405.07530425972
-14628.463862136376
-11209.655008806028
-14527.121794618095
-14191.37689203466
-12918.56392708806
-14816.350820856405
-10661.113300563122
-14229.614459574776
-18591.50622265134
-13781.672609327823
-18826.13411152964
-14294.512613737199
-14185.408375233628
-12878.767904409866
-11235.55867165216
-16250.10974576186
-9088.95552188661
-16736.10565484397
-20466.259400214185
-12440.299063888488
-12132.842960312173
-20339.42096295998
-15143.677135067202
-12301.154239282845
-17112.943334201424
-9725.163412711281
-12455.200060003284
-15499.6603156889
-14659.027375537087
-13134.851037938046
-11354.815718078367
-13466.437321922196
-11252.153470410787
-16121.702387248544
-13399.099257253863
-15184.290185022377
-11814.608064124914
-12774.363536551988
-14257.448847891079
-13971.26376319619
-11104.688274790264
-10947.91144672539
-12376.615280898443
-15816.246605549397
-17047.774544077278
-12977.433988026989
-13777.336502899385
-15313.106369989522
-12101.459754235791
-13786.34846926393
-10322.020929854978
-9821.38330799382
-13870.780731213476
-12357.832363810256
-10517.320134589969
-13663.362494720306
-15985.854172065794
-10244.92371364727
-10905.425206558722
-14572.17821244088
-16580.1891469554
-11791.093331896214
-16089.085878464324
-15656.373457472204
-8537.74155147848
-18944.286567175324
-15944.961334883541
-14046.383350674176
-9183.477743192856
-10224.247422848379
-9671.318279025
-15506.779068673306
-10895.566706348836
-13501.480681160072
-14193.956554987688
-15648.55609865415
-11161.358384576495
-15063.922753543704
-12936.67438953626
-11139.13323797141
-9977.407454231876
-10016.531259855397
-11034.656857420028
-12646.470688527457
-12476.999315564757
-19225.93360627864
-14089.19555915054
-9314.57822944411
-9539.676176282506
-17280.43445494851
-12234.439836018286
-16574.613663381737
-9937.292362766817
-14381.994261880158
-9720.827678793343
-12486.609543918126
-15440.609734437941
-13468.36526365768
-9601.379763831892
-10481.64197416541
-13949.817319288166
-14704.329313216764
-20870.703123884934
-13763.956634574835
-9499.125949293455
-13461.79161513767
-10195.597249473205
-13316.726464397707
-12954.592266918877
-19277.100529065458
-22984.595744594008
-11333.181350406874
-11432.609589433338
-13600.727358613156
-7875.056253994766
-11820.780368383228
-12674.88133688556
-12815.540045853351
-12168.445479525499
-12417.80924071144
-11208.20638316752
-17856.66356904624
-12098.22877803801
-13185.426760949646
-13071.438175185967
-12080.644817850916
-14350.626664974367
-10135.061576588061
-14975.408703795523
-10881.175700332777
-12564.078640263782
-11350.417211626254
-14030.439726429697
-11551.850343915847
-19425.52981669063
-20376.217460655935
-11441.51683558635
-13339.024663264441
-13817.632905526769
-12267.75755729645
-11567.809055462369
-12039.499894590172
-11280.230001808373
-11163.3762743082
-10658.886533225792
-12883.953450465693
-10182.750208569909
-13223.868655900298
-9901.307182166478
-16249.18066247297
-12399.494343942986
-12796.877460419902
-16205.143138543937
-11922.495181278278
-13778.085142330261
-11127.137110169837
-13677.757336455554
-12115.814010576902
-11744.578514234949
-12682.633424164163
-12073.358839027562
-10655.179638495472
-14104.126941419068
-11227.072459231873
-11006.440732994999
-11295.07399934394
-11485.984260421325
-13310.194864890505
-12345.68708315969
-15106.814053601527
-12128.541932757787
-11236.530917629
-12843.704562553234
-13761.261089993015
-10789.0902352468
-9290.26721843713
-8877.066663033618
-10537.747524890077
-18887.303245011673
-9229.52016434745
-11257.415594417984
-9467.681696641164
-11224.943074532888
-11812.001886428205
-9431.075554395458
-9151.28139758381
-16631.03673359872
-10186.594323993926
-11771.449536491833
-11975.890373058668
-12041.35337597389
-10015.998468196842
-8446.396581048157
-13618.605625784596
-11338.666610837958
-9765.217836327723
-12034.480503625207
-11720.650333641568
-10835.617937083669
-8418.060084332768
-9841.692930850168
-16686.01996276984
-13846.583898355779
-9614.120902185547
-12163.687184642826
-12063.57030635973
-10009.714762388565
-12013.896255341671
-9544.29843331708
-12429.68308260154
-13026.575838354624
-11078.371456556348
-13066.54458960378
-13717.078289370815
-10639.653567030804
-11650.726497985317
-11050.149082507513
-9617.515493325764
-11638.601286634479
-10403.840206108876
-10585.895322873643
-11458.942632935758
-10850.12542106742
-10279.720968902211
-12069.16908864827
-12314.617849701417
-12468.295774960183
-11000.582046108946
-11226.668709496364
-13775.316078987978
-11624.623042722369
-12744.606410659462
-12413.118109484187
-10007.24237905143
-10121.960263039047
-9420.679660119506
-16927.24605943333
-12294.58076330615
-9907.007969643084
-18691.84391600603
-10586.780866076166
-10592.13398361419
-11490.57602904626
-12976.990123406988
-11537.85788942001
-11807.595376783633
-7301.976105481392
-12412.855539579246
-8511.904886915378
-10750.679045112747
-11833.472511322605
-15981.818321400997
-11071.652079679247
-11947.387584339707
-10455.643399700932
-12048.495569890772
-17810.15282751041
-9564.992687920641
-15229.656417091937
-8332.474244351311
-9683.645262746146
-10528.346212518376
-9628.066135570196
-12396.246148465234
-10656.979449183424
-10267.218328033441
-15256.36459049276
-9620.64535177611
-9470.864304728648
-9420.263012124684
-10930.333300671562
-11920.04412648835
-10740.125566140458
-9801.955210899821
-10130.812544017206
-9702.724803007577
-16728.624863246325
-10803.883159295045
-13364.82478851948
-12616.35192698515
-11896.625764331915
-9657.567501488418
-9181.259610428904
-11061.235702770507
-7358.839001684615
